Author	Title	Tags	Directory
Michael Swanwick	Bones of the Earth	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Novel, Eos, science-fiction	science-fiction
Michael Swanwick	The Iron Dragon's Daughter	World-Fantasy-Award-finalist, Millennium, Morrow AvoNova, Fantasy	fantasy
Michael Swanwick	Dancing with Bears	Night Shade Books, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Michael Swanwick	The Edge of the World	Theodore Sturgeon Award, Full Spectrum 2 (Doubleday), science-fiction, Short-Story	science-fiction
Michael Swanwick	The Very Pulse of the Machine	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Michael Swanwick	Scherzo with Tyrannosaur	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Michael Swanwick	The Dog Said Bow-Wow	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Gene Wolfe	The Claw of the Conciliator	Timescape, Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel, Novel, World-Fantasy-Award-finalist, Fantasy, Timescape Books, Fiction, science-fiction	science-fiction
Gene Wolfe	The Shadow of the Torturer	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Novel, Fantasy, Schuster, Simon, World-Fantasy-Award, science-fiction	science-fiction
Gene Wolfe	The Sword of the Lictor	Timescape, Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel-Finalist, Novel, World-Fantasy-Award-finalist, Fantasy, Timescape Books, Fiction, science-fiction	science-fiction
Gene Wolfe	The Citadel of the Autarch	Timescape, Nebula-Award-for-Best-Novel-Finalist, Novel, Timescape Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, science-fiction	science-fiction
Gene Wolfe	Free Live Free	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Gene Wolfe	Soldier of the Mist	Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel-Finalist, Novel, World-Fantasy-Award-finalist, Fantasy, Fiction, Tor Books, science-fiction	science-fiction
Gene Wolfe	The Urth of the New Sun	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Gene Wolfe	Nightside the Long Sun	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Gene Wolfe	Calde of the Long Sun	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Gene Wolfe	The Knight	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Gene Wolfe	Soldier of Arete	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Gene Wolfe	Soldier of Sidon	World-Fantasy-Award, Novel, Tor Books, Fantasy	fantasy
Gene Wolfe	The Land Across	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Gene Wolfe	The Wizard Knight	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Gene Wolfe	Home Fires	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Gene Wolfe	The Book of the New Sun	1980-87, novel, science fiction	science-fiction
Gene Wolfe	The Fifth Head of Cerberus	1972, short-story, science fiction	science-fiction
Gene Wolfe	Seven American Nights	short-story, 1978, science fiction	science-fiction
Gene Wolfe	The Death of Doctor Island	1973, short-story, science fiction	science-fiction
Pat Murphy	The Falling Woman	science-fiction, Nebula-Award-for-Best-Novel, Novel, Tor Books	science-fiction
Pat Murphy	Rachel in Love	1987, Asimov's Science Fiction, science-fiction, Short-Story, short-story, Theodore Sturgeon Award, science fiction	science-fiction
Elizabeth Ann Scarborough	The Healer's War	Nebula-Award-for-Best-Novel, Novel, science-fiction, Doubleday Foundation	science-fiction
Catherine Asaro	The Quantum Rose	science-fiction, Nebula-Award-for-Best-Novel, Novel, Tor Books	science-fiction
Catherine Asaro	The Last Hawk	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Vajra Chandrasekera	The Saint of Bright Doors	Tordotcom, Nebula-Award-for-Best-Novel, Novel, science-fiction	science-fiction
Elizabeth Moon	The Speed of Dark	science-fiction, Nebula-Award-for-Best-Novel, Ballantine Books, Novel	science-fiction
Gregory Benford	Timescape	1980, Nebula-Award-for-Best-Novel, Novel, science fiction, novel, Schuster, Simon, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, science-fiction	science-fiction
Gregory Benford	In the Ocean of Night	Dial Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Gregory Benford	Against Infinity	Timescape Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Gregory Benford	Great Sky River	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel	science-fiction
Naomi Novik	Uprooted	Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel, Novel, World-Fantasy-Award-finalist, Fantasy, Fiction, science-fiction, Del Rey Books	science-fiction
Naomi Novik	Spinning Silver	Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel-Finalist, Novel, Fiction, Macmillan Publishers, science-fiction, Del Rey Books	science-fiction
Theodore L. Thomas	The Clone	Berkley Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
James White	The Escape Orbit	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
James White	Sector General 2: Star Surgeon	novel science-fiction alien-doctor	science-fiction
James White	Sector General 7: Code Blue Emergency	novel science-fiction alien-doctor	science-fiction
James White	Sector General 11: Mind Changer	novel science-fiction alien-doctor	science-fiction
James White	Sector General 5: Sector General	novel science-fiction alien-doctor	science-fiction
James White	Sector General 1: Hospital Station	anthology novel science-fiction alien-doctor	science-fiction
James White	Sector General 3: Major Operation	novel science-fiction alien-doctor	science-fiction
James White	Sector General 9: The Galactic Gourmet	novel science-fiction alien-doctor	science-fiction
James White	Sector General 6: Star Healer	novel science-fiction alien-doctor	science-fiction
James White	Sector General 8: The Genocidal Healer	novel science-fiction alien-doctor	science-fiction
James White	Sector General 4: Ambulance Ship	novel science-fiction alien-doctor	science-fiction
James White	Sector General 10: Final Diagnosis	novel science-fiction alien-doctor	science-fiction
James White	Sector General 12: Double Contact	novel science-fiction alien-doctor	science-fiction
Thomas M. Disch	The Genocides	Berkley Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Thomas M. Disch	On Wings of Song	St. Martin's Press, Nebula-Award-for-Best-Novel-Finalist, Novel, Science Fiction, The Magazine of Fantasy, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, science-fiction	science-fiction
William S. Burroughs	Nova Express	Grove Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Keith Laumer	A Plague of Demons	Berkley Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Avram Davidson	Rogue Dragon	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Avram Davidson	Vergil in Averno	Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
Avram Davidson	Or All the Seas with Oysters	Galaxy Science Fiction, Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, short-story, 1958, science fiction	science-fiction
G. C. Edmondson	The Ship That Sailed the Time Stream	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Poul Anderson	The Star Fox	Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
Poul Anderson	The Byworlder	Nebula-Award-for-Best-Novel-Finalist, Fantastic, Novel, science-fiction	science-fiction
Poul Anderson	The People of the Wind	Nebula-Award-for-Best-Novel-Finalist, Novel, Fiction, Analog Science Fact, science-fiction	science-fiction
Poul Anderson	A Midsummer Tempest	Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, World-Fantasy-Award-finalist, Fantasy, science-fiction	science-fiction
Poul Anderson	The Boat of a Million Years	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Poul Anderson	Starfarers	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Poul Anderson	Tau Zero	1970, novel, science fiction	science-fiction
Poul Anderson	Genesis	science-fiction, Novel, Tor Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Poul Anderson	The Queen of Air and Darkness	1971, short-story, science fiction	science-fiction
Poul Anderson	The Longest Voyage	Hugo-Award-for-Best-Short-Story, Fiction, Analog Science Fact, Short-Story, science-fiction	science-fiction
Poul Anderson	No Truce with Kings	Hugo-Award-for-Best-Short-Story, Science Fiction, The Magazine of Fantasy, Short-Story, science-fiction	science-fiction
Hayden Howard	The Eskimo Invasion	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ballantine Books, Novel	science-fiction
R. A. Lafferty	Past Master	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
R. A. Lafferty	Fourth Mansions	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
R. A. Lafferty	The Devil is Dead	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Avon Publications, Novel	science-fiction
R. A. Lafferty	Eurema's Dam	Hugo-Award-for-Best-Short-Story, science-fiction, New Dimensions #2 (Doubleday), Short-Story	science-fiction
Joanna Russ	Picnic on Paradise	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Joanna Russ	And Chaos Died	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Joanna Russ	The Female Man	Nebula-Award-for-Best-Novel-Finalist, Bantam Books, Novel, science fiction, novel, 1975, science-fiction	science-fiction
Joanna Russ	When It Changed	Dangerous Visions (Doubleday), Again, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Joanna Russ	Souls	1982, short-story, science fiction	science-fiction
Norman Spinrad	Bug Jack Barron	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Avon	science-fiction
Norman Spinrad	The Iron Dream	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Avon	science-fiction
Norman Spinrad	The Void Captain's Tale	Timescape Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Norman Spinrad	Greenhouse Summer	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Norman Spinrad	The People's Police	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Kurt Vonnegut	Slaughterhouse-Five	Delacorte Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Kurt Vonnegut	Galápagos	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Delacorte Press, Novel, science-fiction	science-fiction
Kurt Vonnegut	Cat's Cradle	novel, science fiction	science-fiction
Kurt Vonnegut	The Sirens of Titan	novel, science fiction	science-fiction
Kurt Vonnegut	Harrison Bergeron	short-story, science fiction	science-fiction
David G. Compton	The Steel Crocodile	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Wilson Tucker	The Year of the Quiet Sun	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
T. J. Bass	Half Past Human	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ballantine Books, Novel	science-fiction
T. J. Bass	The Godwhale	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ballantine Books, Novel	science-fiction
George Alec Effinger	What Entropy Means to Me	Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
George Alec Effinger	When Gravity Fails	Arbor House, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
George Alec Effinger	Schrödinger's Kitten	Theodore Sturgeon Award, Omni, science-fiction, Short-Story	science-fiction
David Gerrold	When HARLIE Was One	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ballantine Books, Novel	science-fiction
David Gerrold	The Man Who Folded Himself	Random House, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
David Gerrold	Moonstar Odyssey	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, New American Library	science-fiction
David Gerrold	Child of Earth	BenBella Books, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Thomas Pynchon	Gravity's Rainbow	Viking Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Arthur Byron Cover	Autumn Angels	Pyramid Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Tanith Lee	The Birthgrave	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, DAW Books	science-fiction
Tanith Lee	Night's Master	World-Fantasy-Award-finalist, DAW Books, Fantasy	fantasy
Ian Watson	The Embedding	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Novel, Hodder, Charles Scribner's Sons, Stoughton, science-fiction	science-fiction
Barry N. Malzberg	Guernica Night	Nebula-Award-for-Best-Novel-Finalist, Bobbs-Merrill Company, Novel, science-fiction	science-fiction
Barry N. Malzberg	The Remaking of Sigmund Freud	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, Del Rey Books	science-fiction
Barry N. Malzberg	Beyond Apollo	Random House, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Marion Zimmer Bradley	The Heritage of Hastur	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, DAW Books	science-fiction
Marion Zimmer Bradley	The Mists of Avalon	Fiction, Locus-Award-For-Best-Fantasy-Novel, Novel	fiction
Italo Calvino	Invisible Cities	Nebula-Award-for-Best-Novel-Finalist, Harcourt Brace Jovanovich, Novel, science-fiction	science-fiction
Katherine MacLean	Missing Man	Berkley Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
E. L. Doctorow	Ragtime	Random House, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Marta Randall	Islands	Pyramid Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Terry Carr	Cirque	Nebula-Award-for-Best-Novel-Finalist, Bobbs-Merrill Company, Novel, science-fiction	science-fiction
Richard A. Lupoff	Sword of the Demon	Nebula-Award-for-Best-Novel-Finalist, Row, Novel, Harper, science-fiction	science-fiction
Tom Reamy	Blind Voices	Berkley Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Gore Vidal	Kalki	Random House, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Gardner Dozois	Strangers	Berkley Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Gardner Dozois	The Peacemaker	Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Gardner Dozois	Morning Child	Nebula-Award-for-Best-Short-Story, Omni, science-fiction, Short-Story	science-fiction
Richard Cowper	The Road to Corlay	Pocket Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
John Varley	Titan	Locus-Award-For-Best-Science-Fiction, Nebula-Award-for-Best-Novel-Finalist, Berkley Books, Novel, Fiction, science-fiction	science-fiction
John Varley	Red Thunder	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ace Books, Novel	science-fiction
John Varley	Slow Apocalypse	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ace Books, Novel	science-fiction
John Varley	Press ENTER ■	short-story, science fiction, 1984	science-fiction
John Varley	Air Raid	short-story, 1977, science fiction	science-fiction
John Varley	The Persistence of Vision	short-story, 1978, science fiction	science-fiction
John Varley	The Pusher	Hugo-Award-for-Best-Short-Story, Science Fiction, The Magazine of Fantasy, Short-Story, science-fiction	science-fiction
Walter Tevis	Mockingbird	Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
Robert Stallman	The Orphan	Pocket Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
John Crowley	Little, Big	Nebula-Award-for-Best-Novel-Finalist, Bantam Books, Novel, Fantasy, World-Fantasy-Award, science-fiction	science-fiction
John Crowley	Ka: Dar Oakley in the Ruin of Ymr	Saga Press, World-Fantasy-Award-finalist, Fantasy	fantasy
John Crowley	Love  Sleep	Bantam Books, World-Fantasy-Award-finalist, Fantasy	fantasy
John Crowley	Ægypt	Bantam Spectra, World-Fantasy-Award-finalist, Fantasy	fantasy
John Crowley	Engine Summer	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
John Crowley	Snow	short-story, science fiction, 1985	science-fiction
John Crowley	Great Work of Time	short-story, 1989, science fiction	science-fiction
Julian May	The Many-Colored Land	Locus-Award-For-Best-Science-Fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Fiction, Houghton Mifflin, science-fiction	science-fiction
A. A. Attanasio	Radix	William Morrow and Company, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
A. A. Attanasio	Hunting the Ghost Dancer	HarperCollins, World-Fantasy-Award-finalist, Fantasy	fantasy
Russell Hoban	Riddley Walker	Summit Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, Jonathan Cape	science-fiction
Suzy McKee Charnas	The Vampire Tapestry	Nebula-Award-for-Best-Novel-Finalist, Novel, Schuster, Simon, science-fiction	science-fiction
Suzy McKee Charnas	Boobs	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Brian Aldiss	Helliconia Spring	Atheneum Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Brian Aldiss	Helliconia Winter	Atheneum Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Brian Aldiss	A Science Fiction Omnibus	2007, short stories, science fiction, anthology	science-fiction
Brian Aldiss	Hothouse (series)	Hugo-Award-for-Best-Short-Story, Science Fiction, The Magazine of Fantasy, Short-Story, science-fiction	science-fiction
Jack Vance	Lyonesse	Nebula-Award-for-Best-Novel-Finalist, Berkley Books, Novel, World-Fantasy-Award-finalist, Fantasy, science-fiction	science-fiction
Jack Vance	Madouc	Underwood–Miller, World-Fantasy-Award, Novel, Fantasy	fantasy
Jack Vance	The Moon Moth	short-story, 1961, science fiction	science-fiction
Jack Vance	The Dragon Masters	Galaxy Science Fiction, science-fiction, Hugo-Award-for-Best-Short-Story, Short-Story	science-fiction
R. A. MacAvoy	Tea with the Black Dragon	Nebula-Award-for-Best-Novel-Finalist, Bantam Books, Novel, World-Fantasy-Award-finalist, Fantasy, science-fiction	science-fiction
Lewis Shiner	Frontera	Baen Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Lewis Shiner	Deserted Cities of the Heart	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, Doubleday Foundation	science-fiction
Lewis Shiner	Glimpses	William Morrow and Company, World-Fantasy-Award, Novel, Fantasy	fantasy
Jack Dann	The Man Who Melted	Bluejay Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Jack Dann	The Rebel	William Morrow and Company, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Tim Powers	Dinner at Deviant's Palace	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Tim Powers	Expiration Date	Nebula-Award-for-Best-Novel-Finalist, Novel, World-Fantasy-Award-finalist, Fantasy, HarperCollins, Tor Books, science-fiction	science-fiction
Tim Powers	Declare	William Morrow and Company, Nebula-Award-for-Best-Novel-Finalist, Novel, Fantasy, Subterranean Press, World-Fantasy-Award, science-fiction	science-fiction
Tim Powers	Earthquake Weather	Fiction, Locus-Award-For-Best-Fantasy-Novel, Novel	fiction
Tim Powers	Last Call	William Morrow and Company, Locus-Award-For-Best-Fantasy-Novel, Novel, Fantasy, Fiction, World-Fantasy-Award	fantasy
Tim Powers	On Stranger Tides	Ace Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Tim Powers	The Stress of Her Regard	Ace Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Bruce Sterling	Schismatrix	Arbor House, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Bruce Sterling	The Difference Engine	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel	science-fiction
Bruce Sterling	Distraction	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Bantam Spectra, Novel	science-fiction
Bruce Sterling	The Caryatids	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Del Rey Books	science-fiction
Bruce Sterling	Islands in the Net	Arbor House, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Bruce Sterling	Swarm	1982, short-story, science fiction	science-fiction
Margaret Atwood	The Handmaid's Tale	Nebula-Award-for-Best-Novel-Finalist, 1985, Novel, science fiction, novel, Houghton Mifflin, science-fiction	science-fiction
Margaret Atwood	Oryx and Crake	BBC-100-Most-Inspiring-Novels, Novel, novel, Canadian, Fiction, 2003, Coming-of-Age, science fiction	fiction
Margaret Atwood	The Year of the Flood	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nan A. Talese, Novel, science-fiction	science-fiction
Leigh Kennedy	The Journal of Nicholas the American	Atlantic Monthly Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
James K. Morrow	This Is the Way the World Ends	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Novel, Henry Holt and Company, science-fiction	science-fiction
James K. Morrow	Only Begotten Daughter	William Morrow and Company, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, Fantasy, World-Fantasy-Award, science-fiction	science-fiction
James K. Morrow	Towing Jehovah	Nebula-Award-for-Best-Novel-Finalist, Novel, Fantasy, World-Fantasy-Award, Harcourt Brace, science-fiction	science-fiction
James K. Morrow	The Last Witchfinder	William Morrow and Company, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
James K. Morrow	The Philosopher's Apprentice	William Morrow and Company, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
James K. Morrow	Galapágos Regained	St. Martin's Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
James K. Morrow	Bible Stories for Adults, No. 17: The Deluge	Nebula-Award-for-Best-Short-Story, Short-Story, science-fiction, Full Spectrum (Bantam Spectra)	science-fiction
James K. Morrow	Shambling Towards Hiroshima	Theodore Sturgeon Award, science-fiction, Tachyon Publications, Short-Story	science-fiction
George Turner	Drowning Towers	Arbor House, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
George Turner	The Sea and Summer	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Faber and Faber, Novel, science-fiction	science-fiction
John Kessel	Good News From Outer Space	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books, science-fiction	science-fiction
John Kessel	The Moon and the Other	Saga Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
John Kessel	Buffalo	Science Fiction, Fantasy, Short-Story, Theodore Sturgeon Award, science-fiction	science-fiction
Mike Resnick	Ivory: A Legend of Past and Future	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Mike Resnick	Kirinyaga	Hugo-Award-for-Best-Short-Story, Science Fiction, Fantasy, Short-Story, science-fiction	science-fiction
Mike Resnick	The 43 Antarean Dynasties	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Mike Resnick	Travels with My Cats	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Jane Yolen	Sister Light, Sister Dark	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Jane Yolen	White Jenna	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Jane Yolen	Briar Rose	Nebula-Award-for-Best-Novel-Finalist, Novel, World-Fantasy-Award-finalist, Fantasy, Tor Books, science-fiction	science-fiction
Jane Yolen	Sister Emily's Lightship	Nebula-Award-for-Best-Short-Story, Starlight 1 (Tor Books), science-fiction, Short-Story	science-fiction
Valerie Martin	Mary Reilly	Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, World-Fantasy-Award-finalist, Fantasy, science-fiction, Doubleday Foundation	science-fiction
John E. Stith	Redshift Rendezvous	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
John Barnes	Orbital Resonance	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
John Barnes	A Million Open Doors	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
John Barnes	Mother of Storms	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
John Barnes	Gaudeamus	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Emma Bull	Bone Dance	Nebula-Award-for-Best-Novel-Finalist, Novel, World-Fantasy-Award-finalist, Fantasy, Ace Books, science-fiction	science-fiction
Emma Bull	Territory	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Pat Cadigan	Synners	1991, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel, science fiction, novel, science-fiction	science-fiction
Karen Joy Fowler	Sarah Canary	Henry Holt and Company, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Karen Joy Fowler	We Are All Completely Beside Ourselves	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Marian Wood Books, Marian Wood, Novel, science-fiction	science-fiction
Karen Joy Fowler	What I Didn't See	Sci Fiction, Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story	science-fiction
Karen Joy Fowler	Always	Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Maureen F. McHugh	China Mountain Zhang	1992, Nebula-Award-for-Best-Novel-Finalist, Novel, science fiction, novel, Tor Books, science-fiction	science-fiction
Maureen F. McHugh	Mission Child	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Avon Eos, Novel	science-fiction
